lat,lon,count
43.876,-99.786,8
43.876,-99.77,8
43.876,-99.768,7
43.876,-99.764,12
43.876,-99.76,8
43.876,-99.757,10
43.876,-99.745,6
43.876,-99.744,6
43.876,-99.743,7
43.876,-99.741,7
43.876,-97.51,31
43.877,-103.456,28
43.877,-103.455,15
43.877,-103.454,26
43.877,-103.452,6
43.877,-101.147,9
43.877,-100.712,10
43.877,-99.799,7
43.877,-99.796,18
43.877,-99.794,10
43.877,-99.757,18
43.877,-97.412,43
43.877,-96.758,6
43.878,-103.457,12
43.878,-103.456,32
43.878,-103.454,16
43.878,-103.447,8
43.878,-101.146,6
43.878,-101.145,11
43.878,-99.637,8
43.878,-96.757,10
43.879,-103.448,6
43.879,-101.144,7
43.879,-100.757,6
43.879,-99.811,31
43.879,-96.757,18
43.88,-103.469,210
43.88,-103.445,6
43.88,-103.416,67
43.88,-102.238,6
43.88,-101.142,7
43.88,-100.712,8
43.88,-99.296,11
43.881,-102.244,8
43.881,-102.238,8
43.881,-101.989,18
43.881,-101.141,9
43.881,-101.139,10
43.881,-100.719,18
43.881,-99.819,6
43.881,-99.594,101
43.881,-97.509,44
43.882,-101.994,7
43.882,-101.141,20
43.882,-101.138,12
43.882,-101.137,6
43.882,-100.713,16
43.882,-100.705,8
43.882,-99.821,9
43.882,-99.739,50
43.882,-97.498,19
43.882,-96.758,22
43.883,-103.189,8
43.883,-101.995,10
43.883,-101.142,17
43.883,-101.141,27
43.883,-100.717,8
43.883,-100.714,6
43.883,-100.713,7
43.883,-100.712,13
43.883,-100.707,8
43.883,-100.703,8
43.883,-100.694,12
43.883,-100.686,7
43.883,-97.502,14
43.883,-96.758,7
43.884,-103.399,22
43.884,-102.238,6
43.884,-101.998,18
43.884,-100.773,6
43.884,-100.733,8
43.884,-100.706,89
43.884,-99.829,17
43.884,-99.828,7
43.884,-99.827,10
43.884,-98.748,27
43.885,-100.746,7
43.885,-100.744,8
43.885,-100.74,7
43.885,-100.713,22
43.885,-100.712,6
43.885,-100.706,89
43.885,-100.705,147
43.885,-100.704,117
43.885,-100.682,9
43.885,-100.681,11
43.886,-103.438,9
43.886,-101.131,104
43.886,-100.89,8
43.886,-100.878,6
43.886,-100.877,11
43.886,-100.875,8
43.886,-100.874,8
43.886,-100.871,7
43.886,-100.87,10
43.886,-100.869,23
43.886,-100.868,6
43.886,-100.866,6
43.886,-100.865,7
43.886,-100.864,6
43.886,-100.863,9
43.886,-100.857,12
43.886,-100.856,13
43.886,-100.855,17
43.886,-100.854,11
43.886,-100.851,6
43.886,-100.85,19
43.886,-100.849,7
43.886,-100.848,7
43.886,-100.847,29
43.886,-100.846,7
43.886,-100.844,14
43.886,-100.842,8
43.886,-100.84,9
43.886,-100.835,11
43.886,-100.831,7
43.886,-100.83,8
43.886,-100.829,6
43.886,-100.828,6
43.886,-100.827,7
43.886,-100.823,15
43.886,-100.819,26
43.886,-100.818,6
43.886,-100.809,7
43.886,-100.808,39
43.886,-100.807,6
43.886,-100.806,8
43.886,-100.803,7
43.886,-100.802,12
43.886,-100.801,8
43.886,-100.799,8
43.886,-100.798,9
43.886,-100.797,14
43.886,-100.789,7
43.886,-100.788,17
43.886,-100.787,13
43.886,-100.786,17
43.886,-100.784,9
43.886,-100.779,11
43.886,-100.777,11
43.886,-100.776,17
43.886,-100.774,12
43.886,-100.773,7
43.886,-100.772,6
43.886,-100.769,6
43.886,-100.767,6
43.886,-100.751,8
43.886,-100.719,16
43.886,-100.716,22
43.886,-100.714,7
43.886,-100.712,7
43.886,-100.711,15
43.886,-100.71,20
43.886,-100.705,51
43.886,-100.704,13
43.886,-100.691,8
43.886,-98.071,91
43.887,-103.596,115
43.887,-103.595,36
43.887,-103.428,15
43.887,-103.427,6
43.887,-103.425,58
43.887,-103.424,8
43.887,-101.129,7
43.887,-101.127,8
43.887,-100.885,6
43.887,-100.883,26
43.887,-100.882,9
43.887,-100.825,9
43.887,-100.718,6
43.887,-100.716,69
43.887,-100.705,46
43.887,-98.071,31
43.887,-97.529,12
43.888,-103.597,10
43.888,-103.596,199
43.888,-103.595,123
43.888,-103.426,8
43.888,-103.424,6
43.888,-101.143,18
43.888,-100.888,14
43.888,-100.712,8
43.888,-100.707,7
43.888,-100.706,7
43.888,-100.704,6
43.888,-99.841,10
43.889,-103.426,8
43.889,-103.425,6
43.889,-103.423,21
43.889,-102.009,6
43.889,-102.006,6
43.889,-101.124,9
43.889,-100.89,15
43.889,-100.889,8
43.889,-100.866,29
43.889,-100.715,17
43.889,-100.711,6
43.889,-99.846,7
43.889,-96.755,10
43.89,-103.593,7
43.89,-103.427,15
43.89,-103.426,6
43.89,-101.124,7
43.89,-101.123,10
43.89,-100.893,7
43.89,-98.331,10
43.891,-103.593,232
43.891,-103.52,6
43.891,-103.427,229
43.891,-103.426,50
43.891,-102.011,11
43.891,-101.148,29
43.891,-100.895,18
43.891,-100.671,6
43.891,-99.847,8
43.891,-98.331,6
43.892,-103.593,64
43.892,-103.588,10
43.892,-103.586,6
43.892,-103.426,46
43.892,-103.425,47
43.892,-103.421,7
43.892,-103.42,18
43.892,-102.016,6
43.892,-102.015,11
43.892,-101.117,6
43.892,-100.898,23
43.892,-99.854,6
43.892,-97.424,18
43.892,-96.91,32
43.893,-103.425,30
43.893,-103.424,45
43.893,-103.423,10
43.893,-103.422,7
43.893,-103.421,19
43.893,-103.42,86
43.893,-102.019,6
43.893,-101.061,7
43.893,-100.902,7
43.893,-100.9,7
43.893,-99.861,8
43.893,-99.86,13
43.893,-99.859,29
43.894,-103.591,9
43.894,-103.424,129
43.894,-102.282,7
43.894,-102.018,6
43.894,-100.902,20
43.895,-102.023,10
43.895,-101.113,6
43.895,-101.112,14
43.895,-101.1,23
43.895,-100.664,7
43.895,-99.864,10
43.895,-99.857,8
43.896,-103.446,6
43.896,-103.439,8
43.896,-103.434,66
43.896,-103.045,20
43.896,-101.52,7
43.896,-101.099,27
43.896,-100.908,58
43.896,-99.88,8
43.896,-99.868,8
43.896,-99.863,7
43.896,-98.141,9
43.897,-102.026,47
43.897,-100.919,17
43.897,-100.917,11
43.897,-100.66,11
43.897,-100.139,6
43.897,-100.062,8
43.897,-100.044,6
43.897,-100.037,11
43.897,-100.035,9
43.897,-100.034,17
43.897,-100.032,8
43.897,-100.03,11
43.897,-100.028,10
43.897,-100.024,8
43.897,-100.021,6
43.897,-100.016,15
43.897,-100.015,15
43.897,-100.01,8
43.897,-100.008,6
43.897,-100.007,9
43.897,-100.002,7
43.897,-100.001,29
43.897,-100,6
43.897,-99.999,6
43.897,-99.998,8
43.897,-99.992,11
43.897,-99.99,14
43.897,-99.989,10
43.897,-99.984,10
43.897,-99.973,6
43.897,-99.972,6
43.897,-99.971,6
43.897,-99.965,7
43.897,-99.962,17
43.897,-99.958,6
43.897,-99.953,8
43.897,-99.952,9
43.897,-99.949,8
43.897,-99.948,6
43.897,-99.947,18
43.897,-99.943,7
43.897,-99.942,9
43.897,-99.94,11
43.897,-99.939,6
43.897,-99.937,6
43.897,-99.936,10
43.897,-99.935,9
43.897,-99.93,11
43.897,-99.929,14
43.897,-99.927,6
43.897,-99.925,10
43.897,-99.921,9
43.897,-99.919,6
43.897,-99.918,14
43.897,-99.917,7
43.897,-99.915,12
43.897,-99.914,10
43.897,-99.912,9
43.897,-99.91,16
43.897,-99.909,10
43.897,-99.907,7
43.897,-99.906,26
43.897,-99.903,12
43.897,-99.901,7
43.897,-99.898,11
43.897,-99.896,7
43.897,-99.893,6
43.897,-99.873,6
43.897,-99.865,11
43.897,-98.137,7
43.898,-103.528,10
43.898,-103.416,58
43.898,-101.518,13
43.898,-101.101,6
43.898,-101.095,7
43.898,-100.931,17
43.898,-100.152,6
43.898,-100.148,82
43.898,-100.147,20
43.898,-100.144,11
43.898,-100.129,7
43.898,-100.126,12
43.898,-100.12,7
43.898,-100.118,6
43.898,-100.115,6
43.898,-100.109,6
43.898,-100.108,7
43.898,-100.104,6
43.898,-100.103,8
43.898,-100.1,27
43.898,-100.093,6
43.898,-100.092,8
43.898,-100.089,9
43.898,-100.084,7
43.898,-100.083,6
43.898,-100.078,6
43.898,-100.075,9
43.898,-100.074,7
43.898,-100.073,8
43.898,-100.069,6
43.898,-100.061,9
43.898,-100.057,15
43.898,-100.054,9
43.898,-100.052,7
43.898,-100.046,6
43.898,-100.044,32
43.898,-100.04,12
43.899,-103.7,42
43.899,-103.592,18
43.899,-103.591,10
43.899,-103.5,11
43.899,-103.415,26
43.899,-103.099,24
43.899,-102.231,38
43.899,-102.2,68
43.899,-101.095,9
43.899,-101.093,6
43.899,-101,63
43.899,-100.917,7
43.899,-100.916,12
43.899,-100.915,10
43.899,-100.914,10
43.899,-100.657,16
43.899,-100.656,6
43.899,-100.4,160
43.899,-100.299,34
43.899,-100.156,8
43.899,-100.155,7
43.899,-96.939,48
43.9,-103.7,15
43.9,-103.443,22
43.9,-101.089,11
43.9,-101.088,9
43.9,-101.087,8
43.9,-101.079,9
43.9,-101.074,7
43.9,-101.068,7
43.9,-101.065,13
43.9,-101.064,13
43.9,-101.061,12
43.9,-101.06,6
43.9,-101.059,7
43.9,-101.057,10
43.9,-101.056,10
43.9,-101.055,9
43.9,-101.05,11
43.9,-101.046,6
43.9,-101.045,17
43.9,-101.035,6
43.9,-101.033,7
43.9,-101.032,7
43.9,-101.019,6
43.9,-101.014,11
43.9,-101.004,7
43.9,-101,402
43.9,-100.999,6
43.9,-100.997,7
43.9,-100.981,36
43.9,-100.969,7
43.9,-100.965,10
43.9,-100.963,8
43.9,-100.96,50
43.9,-100.958,6
43.9,-100.957,6
43.9,-100.951,6
43.9,-100.942,9
43.9,-100.941,9
43.9,-100.937,7
43.9,-100.933,10
43.9,-100.931,8
43.9,-100.924,11
43.9,-100.92,12
43.9,-100.918,7
43.9,-100.655,23
43.9,-100.3,6
43.9,-100.159,6
43.9,-100.157,7
43.9,-100.045,7
43.9,-97.47,22
43.901,-103.454,14
43.901,-103.453,25
43.901,-103.447,173
43.901,-103.446,12
43.901,-102.039,11
43.901,-102.036,23
43.901,-101.079,6
43.901,-101.071,7
43.901,-101.069,8
43.901,-101.066,7
43.901,-101.064,13
43.901,-101.063,14
43.901,-101.062,7
43.901,-101.061,11
43.901,-101.059,9
43.901,-101.056,8
43.901,-101.055,10
43.901,-101.045,8
43.901,-101.042,7
43.901,-101.041,6
43.901,-101.038,13
43.901,-101.034,12
43.901,-101.027,9
43.901,-101.022,8
43.901,-101.02,7
43.901,-101.018,11
43.901,-101.015,7
43.901,-101.014,11
43.901,-101.01,8
43.901,-101.008,6
43.901,-101.007,9
43.901,-101.005,10
43.901,-101.004,9
43.901,-101.001,229
43.901,-100.995,448
43.901,-100.991,25
43.901,-100.989,8
43.901,-100.98,8
43.901,-100.975,7
43.901,-100.973,8
43.901,-100.971,8
43.901,-100.963,7
43.901,-100.962,7
43.901,-100.96,11
43.901,-100.95,6
43.901,-100.933,7
43.901,-100.932,8
43.901,-100.924,7
43.901,-100.653,6
43.901,-100.65,12
43.901,-100.16,15
43.901,-100.078,7
43.901,-97.471,34
43.901,-97.47,350
43.902,-103.535,11
43.902,-102.238,6
43.902,-100.651,7
43.902,-100.162,8
43.902,-100.055,10
43.902,-100.054,14
43.902,-100.052,9
43.902,-99.863,7
43.902,-99.86,10
43.902,-99.858,10
43.902,-99.857,7
43.903,-103.535,24
43.903,-103.532,226
43.903,-100.649,9
43.903,-100.165,10
43.903,-99.862,17
43.903,-99.86,38
43.904,-102.098,26
43.904,-99.86,7
43.905,-103.533,9
43.905,-103.199,9
43.905,-102.307,18
43.905,-100.17,7
43.905,-100.169,9
43.906,-103.536,14
43.906,-103.532,15
43.906,-102.05,6
43.906,-102.049,9
43.906,-100.172,6
43.907,-103.585,8
43.907,-103.437,33
43.907,-102.058,8
43.907,-102.054,48
43.907,-100.641,12
43.907,-100.639,11
43.907,-100.618,17
43.907,-96.758,8
43.908,-103.585,234
43.908,-100.638,6
43.908,-100.637,6
43.908,-100.633,6
43.908,-100.631,9
43.908,-100.63,7
43.908,-100.626,7
43.908,-100.622,7
43.908,-100.62,6
43.908,-100.619,7
43.908,-100.618,11
43.908,-100.617,9
43.908,-100.615,6
43.908,-100.6,6
43.908,-100.599,12
43.908,-100.596,7
43.908,-100.586,8
43.908,-100.585,12
43.908,-100.582,6
43.908,-100.578,10
43.908,-100.576,6
43.908,-100.572,12
43.908,-100.571,10
43.908,-100.57,6
43.908,-100.558,9
43.908,-100.554,7
43.908,-100.535,12
43.908,-100.534,6
43.908,-100.529,9
43.908,-100.528,6
43.908,-100.52,7
43.908,-100.518,8
43.908,-100.509,6
43.908,-100.507,10
43.908,-100.504,6
43.908,-100.499,6
43.908,-100.497,6
43.908,-100.495,9
43.908,-100.489,11
43.908,-100.487,7
43.908,-100.486,8
43.908,-100.484,7
43.908,-100.481,10
43.908,-100.476,11
43.908,-100.469,6
43.908,-100.466,6
43.908,-100.463,6
43.908,-100.462,8
43.908,-100.459,6
43.908,-100.458,16
43.908,-100.457,6
43.908,-100.452,14
43.908,-100.45,11
43.908,-100.447,7
43.908,-100.444,11
43.908,-100.442,8
43.908,-100.438,6
43.908,-100.436,8
43.908,-100.432,6
43.908,-100.177,9
43.909,-102.061,7
43.909,-100.583,7
43.909,-100.457,7
43.909,-100.419,7
43.909,-100.417,23
43.909,-100.416,8
43.909,-100.412,6
43.909,-100.411,6
43.909,-100.407,19
43.909,-100.401,16
43.909,-100.178,10
43.91,-103.598,177
43.91,-102.065,8
43.91,-100.4,7
43.91,-100.399,8
43.91,-100.39,6
43.91,-100.388,13
43.91,-100.386,6
43.91,-100.384,6
43.91,-100.381,10
43.91,-100.378,14
43.91,-100.376,6
43.91,-100.374,26
43.91,-100.373,7
43.91,-99.874,33
43.911,-103.597,7
43.911,-100.352,15
43.911,-100.344,7
43.911,-96.946,7
43.911,-96.945,6
43.912,-102.076,6
43.912,-100.34,6
43.912,-100.338,10
43.912,-100.33,8
43.912,-100.321,7
43.912,-100.307,6
43.912,-100.301,7
43.912,-100.3,10
43.912,-100.298,6
43.912,-100.295,10
43.912,-100.294,9
43.912,-100.287,8
43.912,-100.286,7
43.912,-100.284,7
43.912,-100.283,8
43.912,-100.282,9
43.912,-100.281,6
43.912,-100.279,6
43.912,-100.273,8
43.912,-100.261,7
43.912,-100.26,9
43.912,-100.259,10
43.912,-100.258,9
43.912,-100.255,24
43.912,-100.254,37
43.912,-100.253,6
43.912,-100.252,164
43.912,-100.251,7
43.912,-100.25,8
43.912,-100.249,13
43.912,-100.248,6
43.912,-100.247,6
43.912,-100.242,6
43.912,-100.24,10
43.912,-100.239,10
43.912,-100.236,8
43.912,-100.234,37
43.912,-100.233,14
43.912,-100.232,10
43.912,-100.226,7
43.912,-100.222,9
43.912,-100.22,12
43.912,-100.218,7
43.912,-100.213,6
43.912,-100.209,6
43.912,-100.208,27
43.912,-100.207,9
43.912,-100.201,7
43.912,-100.197,16
43.912,-100.195,9
43.912,-100.189,6
43.913,-103.438,11
43.913,-102.08,6
43.913,-100.312,7
43.913,-98.03,30
43.914,-103.584,9
43.914,-103.199,6
43.914,-102.23,13
43.914,-102.082,11
43.914,-100.313,11
43.914,-100.311,6
43.915,-103.582,10
43.915,-99.88,92
43.916,-102.09,9
43.916,-100.315,9
43.916,-100.314,44
43.916,-100.313,36
43.916,-98.351,8
43.916,-96.758,19
43.916,-96.753,17
43.917,-103.585,8
43.917,-103.459,7
43.917,-103.441,24
43.917,-100.315,159
43.917,-100.314,172
43.917,-100.305,7
43.918,-103.585,27
43.918,-103.199,6
43.918,-102.1,6
43.918,-102.099,15
43.918,-100.315,56
43.918,-100.314,37
43.918,-100.305,17
43.918,-96.758,11
43.918,-96.642,104
43.919,-103.456,6
43.919,-102.235,10
43.919,-102.103,7
43.919,-102.102,15
43.919,-100.313,11
43.92,-103.569,6
43.92,-102.106,15
43.92,-97.502,29
43.921,-100.318,7
43.922,-96.642,76
43.923,-103.579,20
43.923,-103.442,6
43.923,-102.121,6
43.923,-98.211,6
43.924,-103.578,29
43.924,-103.436,15
43.924,-102.123,7
43.925,-103.579,7
43.925,-103.578,6
43.925,-103.575,6
43.926,-103.577,73
43.926,-102.132,6
43.926,-101.661,9
43.926,-97.55,15
43.927,-103.698,284
43.927,-103.576,16
43.927,-103.574,6
43.927,-97.286,10
43.927,-97.285,7
43.928,-103.575,14
43.928,-103.43,7
43.928,-100.294,7
43.928,-97.285,14
43.929,-103.575,8
43.929,-103.571,31
43.929,-103.57,18
43.929,-100.319,9
43.929,-96.758,24
43.93,-103.575,20
43.93,-103.571,8
43.93,-103.356,21
43.93,-96.758,7
43.931,-103.575,41
43.931,-103.573,7
43.931,-103.409,219
43.931,-103.351,1108
43.931,-96.954,13
43.932,-103.576,7
43.932,-103.575,90
43.932,-103.574,7
43.932,-103.567,15
43.932,-100.319,9
43.933,-103.576,6
43.933,-103.575,23
43.933,-103.574,90
43.933,-103.57,12
43.933,-103.569,27
43.933,-103.567,13
43.934,-103.574,10
43.934,-103.572,23
43.934,-103.571,8
43.934,-103.569,11
43.934,-103.568,11
43.934,-103.567,68
43.934,-103.566,164
43.934,-103.565,93
43.934,-103.564,29
43.934,-103.561,22
43.934,-103.56,55
43.934,-103.559,6
43.934,-100.32,6
43.935,-103.579,566
43.935,-103.578,51
43.935,-103.574,17
43.935,-103.573,27
43.935,-103.572,40
43.935,-103.567,10
43.935,-103.565,68
43.935,-97.557,28
43.935,-96.758,11
43.936,-103.569,98
43.937,-103.578,8
43.937,-103.569,12
43.937,-103.552,9
43.937,-100.654,10
43.937,-96.758,10
43.938,-103.555,18
43.938,-103.551,33
43.938,-103.55,198
43.938,-103.549,19
43.938,-103.548,77
43.938,-103.404,25
43.938,-102.143,6
43.938,-100.321,7
43.939,-103.568,6
43.939,-103.558,10
43.939,-103.554,6
43.939,-103.547,7
43.939,-100.321,11
43.939,-96.758,11
43.94,-103.545,9
43.94,-103.544,6
43.94,-101.065,7
43.94,-100.321,9
43.941,-103.582,20
43.941,-102.156,23
43.941,-101.069,16
43.941,-100.235,14
43.941,-100.234,65
43.942,-103.538,7
43.942,-103.529,77
43.943,-103.531,22
43.943,-103.52,7
43.943,-103.512,7
43.943,-103.391,6
43.943,-101.066,11
43.944,-103.374,8
43.944,-102.159,13
43.944,-96.758,7
43.945,-103.527,6
43.945,-103.513,30
43.945,-103.506,16
43.945,-103.382,83
43.945,-103.381,12
43.946,-103.188,7
43.946,-96.758,16
43.947,-103.513,18
43.948,-103.522,14
43.948,-103.513,6
43.948,-103.512,100
43.948,-101.061,26
43.949,-103.522,11
43.949,-101.056,8
43.95,-103.519,9
43.95,-103.517,7
43.95,-103.512,6
43.95,-101.061,148
43.951,-101.051,8
43.951,-101.047,7
43.952,-101.083,10
43.952,-101.054,8
43.952,-98.987,7
43.952,-96.758,9
43.954,-102.17,7
43.954,-97.024,15
43.955,-103.365,6
43.955,-102.171,6
43.955,-97.308,6
43.955,-96.758,9
43.957,-103.359,6
43.957,-103.186,10
43.957,-102.17,11
43.957,-96.758,7
43.958,-103.359,25
43.958,-103.214,6
43.958,-102.173,13
43.958,-98.889,26
43.958,-97.308,7
43.959,-103.215,20
43.959,-103.214,40
43.959,-103.213,9
43.96,-103.215,25
43.96,-103.214,6
43.96,-103.213,37
43.96,-103.212,32
43.96,-103.208,25
43.96,-103.186,7
43.96,-103.185,6
43.96,-96.758,8
43.961,-103.216,12
43.961,-103.213,10
43.961,-103.212,234
43.961,-100.325,7
43.962,-103.219,6
43.962,-103.215,38
43.962,-103.214,55
43.962,-103.213,6
43.962,-103.212,14
43.962,-102.179,7
43.962,-102.178,15
43.963,-103.347,117
43.963,-103.217,6
43.963,-103.214,10
43.963,-103.213,42
43.963,-102.186,7
43.963,-102.178,21
43.963,-97.309,9
43.964,-103.343,7
43.964,-101.934,14
43.964,-101.065,28
43.965,-102.277,10
43.965,-101.908,23
43.965,-101.065,59
43.965,-101.064,25
43.966,-103.626,49
43.966,-101.122,7
43.966,-98.326,16
43.966,-98.325,10
43.966,-98.324,32
43.966,-98.323,39
43.967,-103.625,34
43.967,-103.346,9
43.968,-103.341,7
43.968,-102.193,6
43.969,-99.9,13
43.969,-96.758,6
43.97,-103.334,6
43.97,-96.758,14
43.971,-103.328,6
43.971,-103.326,7
43.971,-103.321,13
43.971,-102.188,6
43.971,-100.326,9
43.971,-96.758,9
43.971,-96.757,19
43.972,-102.192,8
43.972,-101.064,59
43.973,-103.305,6
43.973,-103.173,30
43.973,-103.172,16
43.974,-103.327,8
43.974,-103.326,15
43.974,-103.303,6
43.974,-103.277,11
43.975,-103.327,20
43.975,-103.301,33
43.975,-103.297,9
43.975,-96.758,7
43.977,-102.197,7
43.977,-98.372,44
43.977,-96.763,12
43.978,-103.299,7
43.978,-97.187,7
43.978,-97.186,6
43.978,-97.179,6
43.978,-97.178,6
43.978,-97.177,7
43.978,-96.763,15
43.978,-96.76,7
43.978,-96.758,10
43.978,-96.757,6
43.978,-96.756,6
43.979,-103.296,7
43.979,-103.278,6
43.979,-103.276,8
43.979,-102.205,10
43.979,-97.31,23
43.979,-97.176,7
43.979,-97.175,78
43.979,-97.174,8
43.979,-96.79,6
43.979,-96.763,39
43.979,-96.762,24
43.979,-96.76,8
43.979,-96.758,7
43.98,-103.312,127
43.98,-102.2,7
43.98,-97.189,10
43.98,-97.175,159
43.98,-97.174,258
43.98,-96.758,34
43.981,-103.742,1074
43.981,-103.276,6
43.981,-103.183,15
43.981,-103.18,9
43.981,-102.221,6
43.982,-102.219,116
43.982,-97.189,8
43.983,-103.292,24
43.983,-102.205,8
43.983,-97.189,8
43.983,-96.758,6
43.984,-103.324,36
43.984,-103.275,6
43.984,-97.189,9
43.984,-97.172,42
43.984,-97.171,46
43.985,-103.275,6
43.985,-102.207,36
43.985,-98.987,21
43.985,-97.229,6
43.985,-97.189,9
43.985,-97.172,37
43.985,-97.169,16
43.986,-103.274,9
43.986,-102.239,9
43.986,-102.238,7
43.986,-102.235,9
43.986,-102.234,7
43.986,-102.233,6
43.986,-102.23,6
43.986,-102.21,6
43.986,-97.189,8
43.986,-97.169,8
43.987,-103.385,9
43.987,-103.271,6
43.987,-102.24,14
43.987,-102.239,45
43.987,-102.238,26
43.987,-102.219,6
43.987,-102.217,8
43.987,-102.213,9
43.987,-102.212,8
43.987,-97.189,7
43.988,-103.269,8
43.988,-103.268,15
43.988,-103.267,16
43.988,-102.241,12
43.988,-102.24,34
43.988,-102.239,14
43.988,-102.238,9
43.988,-102.129,13
43.988,-97.189,9
43.988,-96.758,11
43.989,-103.385,6
43.989,-103.268,20
43.989,-103.266,209
43.989,-102.241,12
43.989,-102.24,13
43.989,-102.239,34
43.989,-102.238,60
43.989,-102.237,8
43.989,-97.189,11
43.99,-103.272,8
43.99,-103.271,12
43.99,-103.267,18
43.99,-103.04,172
43.99,-102.241,36
43.99,-97.189,15
43.99,-97.164,6
43.99,-97.14,102
43.99,-97.128,9
43.991,-103.272,8
43.991,-102.246,11
43.991,-102.241,19
43.991,-102.239,6
43.991,-97.189,8
43.991,-97.128,7
43.991,-97.127,12
43.991,-97.106,16
43.992,-102.255,25
43.992,-102.242,56
43.992,-102.241,82
43.992,-102.24,30
43.992,-102.239,10
43.992,-102.238,10
43.992,-97.189,9
43.992,-97.161,9
43.992,-97.128,59
43.992,-96.758,10
43.992,-96.548,27
43.992,-96.464,8
43.993,-102.247,6
43.993,-102.246,120
43.993,-102.242,42
43.993,-102.241,119
43.993,-102.24,7
43.993,-97.189,14
43.993,-97.108,8
43.993,-97.107,105
43.993,-96.486,8
43.994,-103.37,20
43.994,-103.369,22
43.994,-103.265,6
43.994,-102.243,222
43.994,-102.242,286
43.994,-102.241,183
43.994,-97.189,11
43.994,-97.159,7
43.994,-97.121,39
43.994,-97.11,7
43.994,-97.107,7
43.994,-96.758,6
43.995,-103.72,2557
43.995,-103.263,13
43.995,-102.239,48
43.995,-102.238,8
43.995,-98.742,207
43.995,-98.741,74
43.995,-97.189,11
43.995,-97.122,6
43.995,-97.109,28
43.995,-96.758,12
43.996,-102.239,48
43.996,-97.23,29
43.996,-97.189,9
43.996,-97.158,7
43.996,-97.127,6
43.996,-97.106,12
43.997,-103.718,413
43.997,-102.256,14
43.997,-98.029,13
43.997,-97.189,10
43.997,-97.124,138
43.998,-102.264,17
43.998,-102.263,7
43.998,-102.257,8
43.998,-97.189,9
43.998,-97.119,14
43.998,-97.103,56
43.999,-103.362,98
43.999,-97.189,9
43.999,-97.12,9
43.999,-97.109,11
44,-103.723,115
44,-103.7,62
44,-103.5,247
44,-103.499,85
44,-103.4,98
44,-103.399,26
44,-103.3,6
44,-103.299,67
44,-103.255,10
44,-102.4,78
44,-102.399,17
44,-102.267,12
44,-98.5,52
44,-98.4,16
44,-97.359,7
44,-97.189,9
44,-97.113,178
44,-97,45
44,-96.999,11
44,-96.7,40
44,-96.649,50
44.001,-103.256,6
44.001,-103.255,6
44.001,-97.189,9
44.002,-103.253,7
44.002,-97.189,8
44.003,-103.358,16
44.003,-103.328,24
44.003,-103.324,26
44.003,-97.189,7
44.003,-97.109,6
44.004,-103.301,47
44.004,-103.254,6
44.004,-97.189,11
44.004,-97.114,6
44.005,-103.366,723
44.005,-103.254,7
44.005,-97.189,9
44.006,-103.299,24
44.006,-103.253,6
44.006,-102.275,8
44.006,-100.325,8
44.006,-97.189,8
44.006,-97.18,8
44.006,-97.13,12
44.006,-97.129,10
44.006,-97.116,21
44.006,-97.115,16
44.006,-97.114,7
44.006,-97.113,14
44.006,-97.112,12
44.006,-97.109,9
44.006,-97.104,6
44.007,-102.277,9
44.007,-102.276,8
44.007,-97.388,6
44.007,-97.31,6
44.007,-97.308,14
44.007,-97.189,8
44.007,-97.188,6
44.007,-97.184,7
44.007,-97.178,7
44.007,-97.169,6
44.007,-97.166,9
44.007,-97.164,9
44.007,-97.163,6
44.007,-97.162,7
44.007,-97.157,8
44.007,-97.15,6
44.007,-97.149,8
44.007,-97.146,9
44.007,-97.145,10
44.007,-97.144,6
44.007,-97.136,7
44.007,-97.134,7
44.007,-97.131,9
44.007,-97.129,27
44.007,-97.128,10
44.007,-97.122,8
44.007,-97.121,68
44.007,-97.119,15
44.007,-97.118,15
44.007,-97.117,6
44.007,-97.115,60
44.007,-97.114,6
44.007,-97.113,12
44.007,-97.112,11
44.007,-97.11,6
44.007,-96.649,30
44.008,-103.268,12
44.008,-103.267,31
44.008,-103.251,9
44.008,-101.654,7
44.008,-97.189,6
44.008,-97.172,10
44.008,-97.121,11
44.009,-103.268,576
44.009,-103.267,59
44.009,-102.054,7
44.009,-97.189,7
44.009,-97.174,7
44.009,-97.123,12
44.009,-97.122,129
44.009,-96.758,7
44.01,-102.281,6
44.01,-100.326,7
44.01,-100.325,10
44.01,-97.527,19
44.01,-97.51,13
44.01,-97.175,8
44.011,-103.335,27
44.011,-103.254,205
44.011,-97.532,6
44.011,-97.189,13
44.011,-97.181,6
44.011,-97.127,9
44.011,-97.105,14
44.012,-102.284,9
44.012,-102.283,8
44.012,-97.524,15
44.012,-97.189,7
44.012,-97.127,13
44.012,-97.11,128
44.012,-97.109,22
44.012,-97.108,84
44.012,-97.105,13
44.013,-103.497,18
44.013,-103.243,18
44.013,-97.527,7
44.013,-97.189,12
44.013,-97.188,6
44.013,-97.186,7
44.013,-97.11,12
44.013,-97.109,16
44.013,-97.108,92
44.013,-97.107,138
44.014,-103.308,16
44.014,-103.302,8
44.014,-103.25,19
44.014,-103.249,19
44.014,-103.248,16
44.014,-103.244,78
44.014,-103.243,50
44.014,-97.532,17
44.014,-97.531,50
44.014,-97.11,157
44.015,-103.302,10
44.015,-103.246,15
44.015,-103.244,14
44.015,-102.291,8
44.015,-97.119,108
